City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
695,Dharchula,IN,29.85,80.5333,37.22,77,80,5.86,broken clouds
696,Zhangye,CN,38.9342,100.4517,17.4,49,100,2.24,overcast clouds
697,Hedaru,TZ,-4.5,37.9,68.9,92,26,3.42,scattered clouds
698,Pathein,MM,16.7833,94.7333,65.07,85,4,3.85,clear sky
699,Moindou,NC,-21.6924,165.677,84.15,65,40,8.72,scattered clouds
700,Sorong,ID,-0.8833,131.25,82.81,76,100,8.25,overcast clouds
701,Thongwa,MM,16.7619,96.5278,69.96,64,2,5.44,clear sky
702,Kamsack,CA,51.5667,-101.9009,20.84,85,100,16.06,overcast clouds
703,Ilhabela,BR,-23.7781,-45.3581,77.7,88,26,6.2,scattered clouds
704,Ugoofaaru,MV,5.6667,73.0,78.94,62,94,9.28,overcast clouds
